rank,value_usd,pricing_basis,comp_source,player,year,brand,set,parallel,serial,graded,cert,auto,team,card_no,sticker_price,photo,slot,needs_more,comp_note,notes
392,6.00,est,,Chase DeLauter,,Donruss,Unleashed,,,raw,,,Guardians,,,IMG_4893,6,,,RC
393,6.00,est,,Kevin McGonigle,,Donruss,Rated Prospect,,,raw,,,Tigers,,,IMG_4894,2,,,RC
394,6.00,est,,Matas Buzelis,2024,Panini,Prizm Groovy,Pink,,raw,,,Bulls,14,,IMG_4899,5,,,"RC, sealed"
395,6.00,est,,Jac Caglianone,2025,Bowman,Sterling Chrome,,,raw,,,Royals,14,,IMG_4903,1,,,"RC, sealed"
396,6.00,est,,Kon Knueppel,2025,Topps,Chrome,,,raw,,,Hornets,7,,IMG_4905,1,,,"RC, sealed"
397,6.00,est,,Cam Schlittler,,Topps,Finest,,,raw,,,Yankees,,,IMG_4907,2,,,RC
398,6.00,est,,Munetaka Murakami,,Topps,Finest,,,raw,,,White Sox,,,IMG_4907,4,Y,,RC; confirm team
399,6.00,est,,Ceddanne Rafaela,,Topps,Stars of MLB,,,raw,,,Red Sox,,,IMG_4908,3,,,RC
400,6.00,est,,Nolan McLean,,Topps,Finest Arrivals,,,raw,,,Mets,,,IMG_4909,1,,,RC
401,6.00,est,,Kevin McGonigle,,Topps,Finest Arrivals,,,raw,,,Tigers,,,IMG_4909,6,,,RC
402,6.00,est,,Sal Stewart,,Topps,Finest Arrivals,,,raw,,,Reds,27,,IMG_4910,1,,,RC
403,6.00,est,,JJ Wetherholt,,Topps,Finest,,,raw,,,Cardinals,,,IMG_4910,5,,,RC
404,6.00,est,,Cole Young,,Topps,Finest Arrivals,,,raw,,,Mariners,,,IMG_4911,7,,,RC
405,6.00,est,,Tim James,1999,Fleer,Tradition,,,raw,,,Heat,,,IMG_4912,1,,,RC
406,6.00,est,,Aleksandar Radojevic,1999,Fleer,Tradition,,,raw,,,Raptors,,,IMG_4912,4,,,RC
407,6.00,est,,Trajan Langdon,1999,Fleer,Tradition,,,raw,,,Cavaliers,,,IMG_4912,5,,,RC
408,6.00,est,,Richard Hamilton,1999,Fleer,Tradition,,,raw,,,Wizards,,,IMG_4912,6,,,RC
409,6.00,est,,Jonathan Bender,1999,Fleer,Tradition,,,raw,,,Pacers,,,IMG_4913,3,,,RC
410,6.00,est,,William Avery,1999,Fleer,Tradition,,,raw,,,Timberwolves,,,IMG_4914,2,,,RC
411,6.00,est,,Andre Miller,1999,Fleer,Tradition,,,raw,,,Cavaliers,,,IMG_4915,2,,,RC
412,6.00,est,,Aleksandar Radojevic,1999,Fleer,Tradition,,,raw,,,Raptors,,,IMG_4915,3,,,RC
413,6.00,est,,Kenny Thomas,1999,Fleer,Tradition,,,raw,,,Rockets,,,IMG_4917,2,,,RC
414,6.00,est,,Keith Van Horn,,Upper Deck,Home Court Advantage,,,raw,,,Nets,44,,IMG_4918,1,,,RC-era
415,6.00,est,,Dylan Harper,2025,Topps,(Round 1 Pick 2),,,raw,,,Spurs,2,,IMG_4919,1,,,RC
416,6.00,est,,KJ Simpson Jr.,,Panini,Prizm,Blue Sparkle,,raw,,,Hornets,25,,IMG_4920,3,,,RC
417,6.00,est,,Shawn Marion,1999,Fleer,Tradition Dream Scene,,,raw,,,Suns,,,IMG_4921,3,,,RC
418,6.00,est,,Larry Hughes,,Upper Deck,Pros & Prospects ProActive,,,raw,,,Warriors,20,,IMG_4921,5,,,RC-era
419,6.00,est,,Lamar Odom,1999,Fleer,Tradition,,,raw,,,Clippers,,,IMG_4922,1,,,RC
420,6.00,est,,Ron Artest,1999,Fleer,Tradition,,,raw,,,Bulls,,,IMG_4922,4,,,RC
421,6.00,est,,Andre Miller,1999,Fleer,Tradition,,,raw,,,Cavaliers,,,IMG_4922,6,,,RC
422,6.00,est,,Tetairoa McMillan,2025,Topps,Rookie Wave,,,raw,,,Panthers,4,,IMG_4925,3,,,RC
423,6.00,est,,Pat Bryant,2025,Topps,Chrome,Xfractor,,raw,,,Broncos,,,IMG_4925,4,Y,,RC; confirm player
424,6.00,est,,Kaleb Johnson,2025,Topps,Chrome,,,raw,,,Steelers,,,IMG_4925,5,,,RC
425,6.00,est,,Jalon Walker,2025,Donruss,Optic Rated Rookie,Pink,,raw,,,Falcons,11,,IMG_4925,6,,,RC
426,6.00,est,,DJ Giddens,2025,Donruss,Optic Rated Rookie,Pink,,raw,,,Colts,31,,IMG_4926,1,,,RC
427,6.00,est,,Roschon Johnson,,Topps,Chrome,,,raw,,,Bears,23,,IMG_4926,4,,,RC
428,6.00,est,,Bucky Irving,2024,Donruss,Optic Rated Rookie,,,raw,,,Buccaneers,7,,IMG_4927,1,,,RC
429,6.00,est,,Luther Burden III,2025,Panini,Elevate,,,raw,,,Bears,87,,IMG_4927,3,,,RC
430,6.00,est,,Elijah Arroyo,2025,Topps,Chrome,,,raw,,,Seahawks,,,IMG_4927,4,,,RC
431,6.00,est,,Cam Ward,2025,Panini,Notoriety,,,raw,,,Titans,,,IMG_4927,6,,,RC
432,6.00,est,,Travis Hunter,2025,Panini,Mosaic Elevate,Blue,,raw,,,Jaguars,12,,IMG_4928,4,,,RC
433,6.00,est,,Tyleik Williams,2025,Topps,Chrome,Xfractor,,raw,,,Lions,91,,IMG_4928,6,,,RC
434,6.00,est,,Abdul Carter,2025,Panini,Mosaic Notoriety,,,raw,,,Giants,,,IMG_4929,2,,,RC
435,6.00,est,,Malaki Starks,2025,Topps,Chrome,Refractor,,raw,,,Ravens,24,,IMG_4930,2,,,RC
436,6.00,est,,Pat Bryant,2025,Topps,Chrome,,,raw,,,Broncos,13,,IMG_4931,1,,,RC
437,6.00,est,,Emeka Egbuka,2025,Panini,Prizm,,,raw,,,Buccaneers,9,,IMG_4931,2,,,RC
438,6.00,est,,Justin Herbert,2020,Panini,Mosaic,Red,,raw,,,Chargers,10,,IMG_4931,5,,,RC
439,6.00,est,,Shedeur Sanders,2025,Panini,Mosaic,Pink Camo,,raw,,,Browns,12,,IMG_4932,3,,,RC
440,6.00,est,,Shedeur Sanders,2025,Panini,Mosaic,Green,,raw,,,Browns,12,,IMG_4932,4,,,RC
441,6.00,est,,Matthew Golden,2025,Panini,Mosaic,Pink Camo,,raw,,,Packers,22,,IMG_4933,6,,,RC
442,6.00,est,,Kaleb Johnson,2025,Panini,Mosaic,Pink Camo,,raw,,,Steelers,20,,IMG_4933,8,,,RC
443,6.00,est,,Jo Adell,,Bowman,,,,raw,,,Angels,,,IMG_4934,3,,,RC
444,6.00,est,,Caleb Williams,2024,Panini,Prizm,,,raw,,,Bears,18,,IMG_4935,1,,,"RC, sealed"
445,6.00,est,,Ashton Jeanty,2025,Panini,Phoenix Thunderbirds,,,raw,,,Raiders,2,,IMG_4935,3,,,"RC, sealed"
446,6.00,est,,Walter Clayton Jr.,2025,Donruss,Rated Rookie,,,raw,,,Jazz,3,,IMG_4936,2,,,RC
447,6.00,est,,LaMelo Ball,2020,Panini,Prizm,Red Wave,,raw,,,Hornets,2,,IMG_4936,5,,,"RC, sealed"
448,6.00,est,,Kon Knueppel,2025,Panini,NBA Hoops,,,raw,,,Hornets,7,,IMG_4939,2,,,RC
449,6.00,est,,Emeka Egbuka,2025,Donruss,Optic Rated Rookie,Blue,,raw,,,Buccaneers,9,,IMG_4942,1,,,RC
450,6.00,est,,Shedeur Sanders,2025,Donruss,Optic Rated Rookie,Purple,,raw,,,Browns,,,IMG_4942,3,,,RC
451,6.00,est,,Chandler Simpson,,Donruss,Optic,Orange,,raw,,,Rays,,,IMG_4946,5,,,RC
452,6.00,est,,Cade Horton,,Donruss,,,,raw,,,Cubs,22,,IMG_4946,6,,,RC
453,6.00,est,,Bubba Chandler,,Bowman,Bowman's Best,,,raw,,,Pirates,,,IMG_4947,1,,,"RC, sealed"
454,6.00,est,,Tyler Warren,2025,Donruss,Optic Rated Rookie,,,raw,,,Colts,84,,IMG_4948,2,,,RC
455,6.00,est,,Jaxson Dart,2025,Panini,Phoenix Paragon,,,raw,,,Giants,,,IMG_4948,5,,,"RC, sealed"
456,6.00,est,,Kon Knueppel,2025,Topps,Chrome,,,raw,,,Hornets,,,IMG_4949,5,,,"RC, sealed"
457,6.00,est,,Rome Odunze,2024,Panini,Absolute,,,raw,,,Bears,15,,IMG_4950,2,,,"RC, sealed"
458,6.00,est,,Nick Emmanwori,2025,Donruss,Optic Rated Rookie,Blue,,raw,,,Seahawks,3,,IMG_4950,3,,,RC
459,6.00,est,,Joan Beringer,2025,Panini,NBA Hoops Next Episode,,,raw,,,Timberwolves,19,,IMG_4951,2,,,RC
460,6.00,est,,Dillon Jones,2024,Panini,Prizm,,,raw,,,Thunder,3,,IMG_4952,3,,,RC
461,6.00,est,,Max Clark,,Bowman,Sterling Chrome,,,raw,,,Tigers,,,IMG_4955,1,,,"RC prospect, sealed"
462,5.00,sticker,,Aaron Donald,,Panini,Prizm,Checkerboard,,raw,,,Rams,99,5,IMG_4836,1,,,
463,5.00,sticker,,Justin Jefferson,,Panini,Fuzion,,,raw,,,Vikings,18,5,IMG_4837,1,,,
464,5.00,sticker,,Brock Purdy,,Panini,Mosaic National Pride,,,raw,,,49ers,13,5,IMG_4841,6,,,patriotic insert
465,5.00,sticker,,Nick Kurtz,,Donruss,Elite Series,Gold,03/99,raw,,,Athletics,,5,IMG_4847,5,,,
466,3.00,est,,Magic Johnson,,Panini,Mosaic NBA Greats,Pink Camo,,raw,,,Lakers,32,,IMG_4815,3,,,
467,3.00,est,,Byron Buxton,,Panini,Prizm,Silver/Prizm,,raw,,,Twins,,,IMG_4821,1,,,
468,3.00,est,,Bryce Harper,,Topps,Home Field Advantage,,,raw,,,Phillies,,,IMG_4821,2,,,patriotic insert
469,3.00,est,,Yoshinobu Yamamoto,,Topps,,,,raw,,,Dodgers,18,,IMG_4821,4,,,art/living-set style
470,3.00,est,,Sam Darnold,,Panini,Select,,,raw,,,Panthers,14,,IMG_4822,5,,,
471,3.00,est,,Jordan Davis,,Panini,Select,Zebra,,raw,,,Eagles,90,,IMG_4824,2,,,
472,3.00,est,,Roberto Clemente,,Leaf,(sportscaster-style),,,raw,,,Pirates,21,,IMG_4830,2,,,
473,3.00,est,,Bam Adebayo,,Panini,Origins,Red,,raw,,,Heat,,,IMG_4831,1,Y,,confirm set
474,3.00,est,,Amon-Ra St. Brown,,Panini,Prizm,Pink,,raw,,,Lions,,,IMG_4832,2,,,
475,3.00,est,,Robert Quinn,,Panini,Mosaic,Gold,,raw,,,Bears,,,IMG_4832,3,,,
476,3.00,est,,Cade Cunningham,,Topps,Chrome Fanatical,,,raw,,,Pistons,2,,IMG_4833,2,,,
477,3.00,est,,Dawson Knox,,Panini,Mosaic,Gold,,raw,,,Bills,88,,IMG_4834,2,,,
478,3.00,est,,DK Metcalf,,Panini,Mosaic,Disco/Silver,,raw,,,Seahawks,,,IMG_4834,4,,,
479,3.00,est,,Terrell Davis,,Panini,Mosaic,Silver,,raw,,,Broncos,30,,IMG_4835,5,,,
480,3.00,est,,Lamar Odom,,Skybox,E-X E-Xceptional,Green,,raw,,,Clippers,7,,IMG_4840,6,,,
481,3.00,est,,Justin Herbert,,Panini,Mosaic,Cracked Ice/Silver,,raw,,,Chargers,10,,IMG_4842,3,,,
482,3.00,est,,TJ Dillashaw,,Panini,Select UFC,,,raw,,,UFC,,,IMG_4843,3,,,
483,3.00,est,,David Montgomery,,Panini,Select,Zebra,,raw,,,Lions,5,,IMG_4844,6,,,
484,3.00,est,,Jalen Brunson,,Topps,Chrome,Xfractor,,raw,,,Knicks,11,,IMG_4845,3,,,
485,3.00,est,,Travis Bazzana,,Bowman,Chrome Top 100,,,raw,,,Guardians,13,,IMG_4847,4,,,prospect
486,3.00,est,,George Kittle,,Panini,Mosaic Got Game?,Gold,,raw,,,49ers,,,IMG_4848,3,,,
487,3.00,est,,Garrett Wilson,,Panini,Mosaic England Games,Green,,raw,,,Jets,5,,IMG_4858,1,,,
488,3.00,est,,DeMarcus Ware,,Panini,Prizm,Silver,,raw,,,Broncos,94,,IMG_4859,3,,,
489,3.00,est,,Terrell Davis,,Panini,Prizm,Red,,raw,,,Broncos,30,,IMG_4859,4,,,
490,3.00,est,,C.J. Stroud,,Donruss,Optic Light It Up,,,raw,,,Texans,7,,IMG_4859,6,,,
491,3.00,est,,Drake Maye / Stefon Diggs,,Topps,Paramount Pairings,,,raw,,,Patriots,,,IMG_4860,3,,,dual
492,3.00,est,,Bo Nix / Courtland Sutton,,Topps,Paramount Pairings,,,raw,,,Broncos,,,IMG_4860,4,,,dual
493,3.00,est,,Drake Maye,,Topps,Total Touchdowns,,,raw,,,Patriots,10,,IMG_4860,6,,,
494,3.00,est,,Shaquille O'Neal,1996-97,Fleer,Hardwood Leader,,,raw,,,Magic,32,,IMG_4861,2,,,
495,3.00,est,,Scottie Pippen,,Upper Deck,,,,raw,,,Bulls,33,,IMG_4861,3,,,
496,3.00,est,,Shaquille O'Neal,,Upper Deck,Pros & Prospects ProActive,,,raw,,,Lakers,34,,IMG_4861,5,,,
497,3.00,est,,Roger Clemens / Trey Yesavage,,Donruss,Elite Back to the Future,,,raw,,,Blue Jays,,,IMG_4862,2,,,dual
498,3.00,est,,Chipper Jones,,Donruss,Elite,,,raw,,,Braves,,,IMG_4863,2,,,
499,3.00,est,,Roberto Clemente,,Topps,(1963 refractor insert),,,raw,,,Pirates,,,IMG_4863,3,,,
500,3.00,est,,Cam Smith,,Donruss,Elite,Gold,,raw,,,Astros,,,IMG_4863,6,,,
501,3.00,est,,Hank Aaron,,Topps,75th (1963 insert),,,raw,,,Braves,,,IMG_4864,1,,,
502,3.00,est,,Willie Mays,,Topps,75th (1963 insert),,,raw,,,Giants,,,IMG_4864,2,,,
503,3.00,est,,Elly De La Cruz,,Topps,Chrome 75th,,,raw,,,Reds,,,IMG_4864,3,,,
504,3.00,est,,Pete Rose,,Topps,75th (1963 insert),,,raw,,,Reds,,,IMG_4864,5,,,Pete Rose Debut
505,3.00,est,,Albert Pujols,,Topps,Heritage,,,raw,,,Cardinals,,,IMG_4864,6,,,
506,3.00,est,,Brock Bowers,,Panini,Mosaic Numbers Matter,,,raw,,,Raiders,89,,IMG_4865,2,,,
507,3.00,est,,Ladd McConkey,,Topps,Chrome,Gold Xfractor,,raw,,,Chargers,15,,IMG_4865,5,,,
508,3.00,est,,Jalen Brunson,,Panini,NBA Hoops All-Star,Holo,,raw,,,Knicks,,,IMG_4866,1,,,
509,3.00,est,,Karl Malone,,Panini,Prizm Representatives,,,raw,,,Jazz,32,,IMG_4866,4,,,
510,3.00,est,,Anthony Davis,,Panini,NBA Hoops Hoopers,,,raw,,,Mavericks,3,,IMG_4866,6,,,
511,3.00,est,,Luke Keaschall,,Donruss,Unleashed,,,raw,,,Twins,,,IMG_4868,2,,,
512,3.00,est,,Albert Pujols,,Donruss,Bomb Squad,,,raw,,,Cardinals,,,IMG_4868,3,,,
513,3.00,est,,Whit Merrifield,,Topps,,Green,,raw,,,Phillies,,,IMG_4868,6,,,
514,3.00,est,,Sam Jones,,Panini,Prizm,Gold,,raw,,,Celtics,24,,IMG_4869,1,,,
515,3.00,est,,Oscar Robertson,,Panini,Prizm,Blue,,raw,,,Bucks,1,,IMG_4869,3,,,
516,3.00,est,,Tyson Chandler,,Panini,Prizm,Purple,,raw,,,Mavericks,,,IMG_4869,4,,,
517,3.00,est,,Shaquille O'Neal,,Upper Deck,Pros & Prospects Star Command,,,raw,,,Lakers,34,,IMG_4869,5,,,
518,3.00,est,,Travis Etienne Jr.,,Panini,Gridiron Kings,,,raw,,,Jaguars,1,,IMG_4870,3,,,
519,3.00,est,,Anquan Boldin,,Panini,Prizm,,,raw,,,49ers,81,,IMG_4870,4,,,
520,3.00,est,,CeeDee Lamb,,Panini,Mosaic,Pink Camo,,raw,,,Cowboys,88,,IMG_4870,6,,,
521,3.00,est,,Saquon Barkley,,Topps,Chrome All-Chrome,,,raw,,,Eagles,26,,IMG_4871,1,,,
522,3.00,est,,Dak Prescott,,Panini,Select,Silver,,raw,,,Cowboys,,,IMG_4871,2,,,
523,3.00,est,,Larry Fitzgerald,,Panini,Mosaic Epic Performers,Green/Red,,raw,,,Cardinals,11,,IMG_4871,4,,,
524,3.00,est,,Peyton Manning,,Panini,Mosaic Men of Mastery,,,raw,,,Colts,18,,IMG_4871,5,,,
525,3.00,est,,Alvin Kamara,,Panini,Mosaic Overdrive,,,raw,,,Saints,41,,IMG_4871,6,,,
526,3.00,est,,Derrick Henry,,Panini,Mosaic Notoriety,Silver,,raw,,,Ravens,22,,IMG_4872,1,,,
527,3.00,est,,Justin Herbert,,Panini,Mosaic,Pink Camo,,raw,,,Chargers,10,,IMG_4872,2,,,
528,3.00,est,,Kyler Murray,,Panini,Mosaic,Pink Camo,,raw,,,Cardinals,1,,IMG_4872,3,,,
529,3.00,est,,Calvin Johnson,,Panini,Mosaic Touchdown Masters,,,raw,,,Lions,81,,IMG_4872,5,,,
530,3.00,est,,Dak Prescott,,Panini,Mosaic,Pink Camo,,raw,,,Cowboys,4,,IMG_4873,3,,,
531,3.00,est,,Larry Fitzgerald,,Panini,Mosaic Touchdown Masters,,,raw,,,Cardinals,11,,IMG_4873,4,,,
532,3.00,est,,Trey McBride,,Topps,(Round 2 Pick 23),,,raw,,,Cardinals,85,,IMG_4874,4,,,
533,3.00,est,,Josh Downs,,Topps,Chrome,Gold Xfractor,,raw,,,Colts,2,,IMG_4874,6,,,
534,3.00,est,,C.J. Stroud / Nico Collins,,Donruss,Optic Bash Brothers,,,raw,,,Texans,,,IMG_4875,5,,,dual
535,3.00,est,,Jason Kidd,,Topps,(The Game insert),,,raw,,,Suns,32,,IMG_4876,1,,,
536,3.00,est,,Allen Iverson,,Topps,Chrome,,,raw,,,76ers,3,,IMG_4876,6,,,
537,3.00,est,,Walker Kessler,,Panini,Limited,,,raw,,,Jazz,24,,IMG_4877,1,,,
538,3.00,est,,Anthony Davis,,Panini,Limited Star Factor,,,raw,,,Pelicans,23,,IMG_4877,5,,,
539,3.00,est,,Allen Iverson,,Upper Deck,Pros & Prospects,,,raw,,,76ers,3,,IMG_4878,5,,,
540,3.00,est,,Bulls player (confirm),2000-01,Upper Deck,Hardcourt Home Court Advantage,,,raw,,,Bulls,,,IMG_4879,1,Y,,confirm player
541,3.00,est,,76ers player (confirm - Iverson?),2000-01,Upper Deck,Hardcourt,,,raw,,,76ers,,,IMG_4879,2,Y,,confirm player
542,3.00,est,,Zydrunas Ilgauskas,2000-01,Upper Deck,Hardcourt Home Court Advantage,,,raw,,,Cavaliers,11,,IMG_4879,3,,,
543,3.00,est,,Patrick Ewing,2000-01,Upper Deck,Hardcourt,,,raw,,,Knicks,33,,IMG_4879,4,Y,,confirm player
544,3.00,est,,Ivica Zubac,,Panini,Prizm,Red Sparkle,,raw,,,Clippers,40,,IMG_4882,1,,,
545,3.00,est,,Ben Simmons,,Panini,Prizm,Red Sparkle,,raw,,,Nets,,,IMG_4882,2,,,
546,3.00,est,,Jordan Hawkins,,Panini,Prizm,Red Sparkle,,raw,,,Pelicans,24,,IMG_4882,4,,,
547,3.00,est,,Robert Williams III,,Panini,Prizm,Red Sparkle,,raw,,,Celtics,,,IMG_4882,5,,,
548,3.00,est,,James Wiseman,,Panini,Prizm,Red Sparkle,,raw,,,Warriors,,,IMG_4882,6,,,
549,3.00,est,,Kendrick Nunn,,Panini,Prizm,Red Sparkle,,raw,,,Lakers,12,,IMG_4883,6,,,
550,3.00,est,,Gerald Henderson,,Panini,Prizm,Blue,,raw,,,Hornets,9,,IMG_4884,1,,,
551,3.00,est,,Tim Duncan,,Upper Deck,Pros & Prospects,,,raw,,,Spurs,21,,IMG_4884,2,,,
552,3.00,est,,Marc Gasol,,Panini,Prizm,Blue,,raw,,,Grizzlies,,,IMG_4884,3,,,
553,3.00,est,,Kenneth Faried,,Panini,Prizm,Gold/Red,,raw,,,Nuggets,35,,IMG_4884,4,,,
554,3.00,est,,Tobias Harris,,Panini,Prizm,Blue,,raw,,,Magic,,,IMG_4884,5,,,
555,3.00,est,,Greg Monroe,,Panini,Prizm,Blue/Green,,raw,,,Pistons,,,IMG_4885,1,,,
556,3.00,est,,Brook Lopez,,Panini,Prizm,Gold/Red,,raw,,,Nets,11,,IMG_4885,2,,,
557,3.00,est,,Brandon Knight,,Panini,Prizm,Gold,,raw,,,Bucks,11,,IMG_4885,3,,,
558,3.00,est,,Chris Webber,,Upper Deck,Pros & Prospects ProActive,,,raw,,,Kings,,,IMG_4885,4,,,
559,3.00,est,,Vince Carter,,Upper Deck,Pros & Prospects,,,raw,,,Raptors,15,,IMG_4885,6,,,
560,3.00,est,,Jerry Sloan,,Panini,Prizm,,,raw,,,Bulls,,,IMG_4886,2,,,
561,3.00,est,,Craig Ehlo,,Panini,Prizm,,,raw,,,Cavaliers,,,IMG_4886,3,,,
562,3.00,est,,Kevin Durant,,Topps,(Round 1 Pick 2),,,raw,,,Rockets,7,,IMG_4886,4,,,
563,3.00,est,,Donovan Mitchell,,Topps,(Round 1 Pick 13),,,raw,,,Cavaliers,45,,IMG_4886,5,,,
564,3.00,est,,Jerry Stackhouse,,Upper Deck,Hardcourt,,,raw,,,Pistons,,,IMG_4886,6,,,
565,3.00,est,,Clippers player #15 (confirm),,Upper Deck,Hardcourt,,,raw,,,Clippers,15,,IMG_4887,1,Y,,confirm player
566,3.00,est,,Scottie Pippen,,Upper Deck,Pros & Prospects,,,raw,,,Trail Blazers,33,,IMG_4887,2,,,
567,3.00,est,,Chris Webber,,Upper Deck,Pros & Prospects Star Command,,,raw,,,Kings,4,,IMG_4887,3,,,
568,3.00,est,,Rajon Rondo,,Panini,NBA Hoops,,,raw,,,Celtics,9,,IMG_4887,4,,,
569,3.00,est,,Dalton Knecht,2025,Panini,NBA Hoops All-Star,Holo,,raw,,,Lakers,,,IMG_4887,5,,,
570,3.00,est,,Kevin Garnett,,Upper Deck,Hardcourt,,,raw,,,Timberwolves,21,,IMG_4887,6,,,
571,3.00,est,,Alperen Sengun,,Panini,NBA Hoops Playoffs,,,raw,,,Rockets,28,,IMG_4888,1,,,
572,3.00,est,,Marc Gasol,,Panini,Prizm Representatives,,,raw,,,Grizzlies,,,IMG_4888,2,,,
573,3.00,est,,Keith Van Horn,,Upper Deck,Hardcourt,,,raw,,,Nets,44,,IMG_4888,5,Y,,confirm team
574,3.00,est,,Patrick Ewing,,Topps,(Gallery/art),,,raw,,,Knicks,33,,IMG_4888,6,,,
575,3.00,est,,Michael Finley,,Panini,Prizm,,,raw,,,Spurs,4,,IMG_4889,2,,,
576,3.00,est,,Dennis Schroder,,Panini,Prizm,Blue,,raw,,,Hawks,17,,IMG_4889,4,,,
577,3.00,est,,Jason Terry,,Panini,Prizm,Green,,raw,,,Rockets,,,IMG_4889,5,,,
578,3.00,est,,Patrick Ewing,,Panini,Prizm,,,raw,,,Knicks,33,,IMG_4889,6,,,
579,3.00,est,,Zach Collins,,Panini,Prizm,Red Sparkle,,raw,,,Spurs,23,,IMG_4890,2,,,
580,3.00,est,,Jameer Nelson,,Panini,Prizm,Gold,,raw,,,Mavericks,14,,IMG_4890,3,,,
581,3.00,est,,Max Strus,,Panini,Prizm,Red Sparkle,,raw,,,Cavaliers,1,,IMG_4890,4,,,
582,3.00,est,,Spencer Turnbull,,Panini,Prizm,White Sparkle,,raw,,,Tigers,,,IMG_4892,2,,,
583,3.00,est,,Sammy Sosa,,Donruss,Bomb Squad,,,raw,,,Cubs,,,IMG_4892,6,,,
584,3.00,est,,Fernando Tatis Jr.,,Topps,Chrome Fanatical,,,raw,,,Padres,,,IMG_4893,2,,,
585,3.00,est,,Elston Howard,,Donruss,Optic,Orange,,raw,,,Yankees,,,IMG_4893,3,,,
586,3.00,est,,David Ortiz,,Donruss,,Red,,raw,,,Red Sox,,,IMG_4893,5,,,
587,3.00,est,,Jose Altuve,,Panini,Prizm,White Sparkle,,raw,,,Astros,27,,IMG_4894,1,,,
588,3.00,est,,Eddie Murray,,Topps,Chrome (1955 style),Gold Refractor,,raw,,,Orioles,,,IMG_4894,3,,,facsimile sig insert
589,3.00,est,,Javier Baez,,Donruss,,Purple,,raw,,,Tigers,,,IMG_4894,4,,,
590,3.00,est,,Julius Erving,,Panini,Prizm Legends,Red Cracked Ice,,raw,,,76ers,6,,IMG_4899,2,,,
591,3.00,est,,Ryan Braun,2019,Topps,,,,raw,,,Brewers,8,,IMG_4903,2,,,
592,3.00,est,,Hamburger SV player (confirm),,Topps,Chrome Wild Jungle,,,raw,,,Hamburger SV,,,IMG_4904,5,Y,,soccer insert; confirm player
593,3.00,est,,Grant Hill,1996-97,Fleer,Stackhouse's All-Fleer,,,raw,,,Pistons,33,,IMG_4905,2,,,
594,3.00,est,,Jason Kidd,1996-97,Fleer,Hardwood Leader,,,raw,,,Mavericks,5,,IMG_4905,3,,,
595,3.00,est,,Travis Kelce,,Topps,Chrome,,,raw,,,Chiefs,87,,IMG_4906,3,,,
596,3.00,est,,Arjun Nimmala,,Donruss,Elite Prospects,Orange,,raw,,,Blue Jays,,,IMG_4908,1,,,
597,3.00,est,,Ryan Sloan,,Donruss,Elite Prospects,Orange,,raw,,,Mariners,,,IMG_4908,2,,,
598,3.00,est,,Satchel Paige,,Donruss,,,,raw,,,St. Louis Browns,,,IMG_4908,4,,,
599,3.00,est,,Kirk Gibson,,Topps,Finest Timelines,,,raw,,,Dodgers,23,,IMG_4909,2,,,
600,3.00,est,,Brice Turang,,Topps,Finest,,,raw,,,Brewers,,,IMG_4909,3,,,
601,3.00,est,,Byron Buxton,,Topps,Finest,,,raw,,,Twins,25,,IMG_4909,4,,,
602,3.00,est,,Hunter Greene,,Topps,Finest,,,raw,,,Reds,21,,IMG_4910,2,,,
603,3.00,est,,Edwin Diaz,,Topps,Finest Team Finest,,,raw,,,Mets,,,IMG_4910,3,Y,,confirm team
604,3.00,est,,Corey Seager,,Topps,Finest,,,raw,,,Rangers,,,IMG_4910,6,,,
605,3.00,est,,Junior Caminero,,Topps,Finest,,,raw,,,Rays,,,IMG_4911,1,,,
606,3.00,est,,Corbin Carroll,,Topps,Finest Team Finest,,,raw,,,Diamondbacks,,,IMG_4911,2,,,
607,3.00,est,,Pete Crow-Armstrong,,Topps,Finest World's Finest,,,raw,,,Cubs,,,IMG_4911,3,,,
608,3.00,est,,Nolan Ryan,,Donruss,Elite,,,raw,,,Rangers,,,IMG_4911,4,,,
609,3.00,est,,Bryce Harper,,Topps,Finest World's Finest,,,raw,,,Phillies,,,IMG_4911,5,,,
610,3.00,est,,Cal Raleigh,,Topps,Finest Team Finest,,,raw,,,Mariners,,,IMG_4911,6,,,
611,3.00,est,,Carlos Rodon,,Topps,Finest,,,raw,,,Yankees,,,IMG_4911,8,,,
612,3.00,est,,Mitch Richmond,,Fleer,Tradition (Heart of Eastern),,,raw,,,Wizards,,,IMG_4912,2,,,
613,3.00,est,,Gary Payton,,Upper Deck,Pros & Prospects ProActive,,,raw,,,SuperSonics,20,,IMG_4912,3,,,
614,3.00,est,,Robert Traylor,,Fleer,Tradition,,,raw,,,Bucks,,,IMG_4913,2,,,
615,3.00,est,,Brandon Ingram,,Panini,Origins,,,raw,,,Pelicans,14,,IMG_4913,4,,,
616,3.00,est,,Bill Russell,,Panini,Prizm,Gold,,raw,,,Celtics,,,IMG_4913,5,,,
617,3.00,est,,Kemba Walker,,Panini,Origins,,,raw,,,Knicks,8,,IMG_4913,6,,,
618,3.00,est,,Dyson Daniels,,Topps,(Round 1 Pick 8),,,raw,,,Hawks,5,,IMG_4914,1,,,
619,3.00,est,,Steve Smith,,Fleer,Tradition Roundball,,,raw,,,Hawks,,,IMG_4914,3,,,
