card_id,player,year,brand,set,parallel,serial,grade,current_value,current_basis,CARDLADDER_LAST_SOLD,SALE_DATE
IMG_4917:5,Ayo Dosunmu,,Panini,Origins,Red,,,3,est,,
IMG_4917:6,Lee Nailon,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4918:2,Ricky Davis,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4918:3,Dee Brown,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4918:4,Isaac Austin,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4918:5,Brent Barry,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4918:6,Dana Barros,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4919:3,Tiago Splitter,,Panini,Prizm,Blue,,,3,est,,
IMG_4920:1,David Robinson,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4920:2,Trey Burke,,Panini,Prizm,Red,,,3,est,,
IMG_4920:4,Mike Bibby,,Fleer,Tradition Masters of the Hardwood,,,,3,est,,
IMG_4920:5,Jarrett Allen,,Panini,Prizm,Blue Sparkle,,,3,est,,
IMG_4920:6,Gordon Hayward,,Panini,Prizm,Blue Sparkle,,,3,est,,
IMG_4921:1,John Wallace,,Fleer,Tradition Roundball,,,,3,est,,
IMG_4921:2,Kevin Garnett,,Topps,Chrome,,,,3,est,,
IMG_4921:4,Isaiah Hartenstein,,Panini,NBA Hoops,,,,3,est,,
IMG_4922:2,Robert Traylor,1999,Fleer,Tradition Rookie Sensations,,,,3,est,,
IMG_4923:1,Tyrese Haliburton,,Panini,NBA Hoops Highlights,,,,3,est,,
IMG_4923:3,Aaron Gordon,,Panini,NBA Hoops Highlights,,,,3,est,,
IMG_4923:4,Jerami Grant,,Panini,Prizm,,,,3,est,,
IMG_4923:5,Bobby Portis,,Panini,Prizm,Blue Sparkle,,,3,est,,
IMG_4923:6,Bill Walton,,Panini,Prizm,,,,3,est,,
IMG_4925:2,Lamar Jackson,,Topps,Chrome Power Players,,,,3,est,,
IMG_4926:2,Kerry Joseph,,Topps,Chrome (insert),Checkerboard,,,3,est,,
IMG_4926:3,Marquez Valdes-Scantling,,Topps,Chrome,Pink Xfractor,,,3,est,,
IMG_4926:5,Browns Rookie Premiere (Sanders/Judkins et al),2025,Panini,Absolute Introductions,,,,3,est,,
IMG_4927:2,Lane Johnson,,Topps,Chrome,Pink Xfractor,,,3,est,,
IMG_4928:1,Jayden Daniels,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4928:2,CeeDee Lamb,,Topps,Chrome All-Chrome,,,,3,est,,
IMG_4928:3,Lane Johnson,,Topps,Chrome,,,,3,est,,
IMG_4928:5,Larry Fitzgerald,,Panini,Mosaic Men of Mastery,,,,3,est,,
IMG_4929:1,Brian Urlacher,,Panini,Mosaic Hall of Fame,Red,,,3,est,,
IMG_4929:3,Puka Nacua,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4929:4,Myles Garrett,,Topps,Chrome,,,,3,est,,
IMG_4929:6,Travis Kelce,,Panini,Mosaic,Red,,,3,est,,
IMG_4930:1,Mark Ingram II,,Panini,Mosaic,Silver,,,3,est,,
IMG_4930:3,Derrick Henry,,Panini,Mosaic,Silver,,,3,est,,
IMG_4930:4,Micah McFadden,,Panini,Prizm,,,,3,est,,
IMG_4930:5,Rashod Bateman,,Panini,Prizm,,,,3,est,,
IMG_4931:3,Tee Higgins,,Topps,Chrome,Xfractor,,,3,est,,
IMG_4931:4,Lamar Jackson,,Panini,Mosaic Montage,,,,3,est,,
IMG_4931:6,Lamar Jackson,,Panini,Mosaic Pro Bowl,,,,3,est,,
IMG_4932:5,DeAndre Hopkins,,Donruss,Optic,,,,3,est,,
IMG_4932:6,Jahmyr Gibbs,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4933:1,Lamar Jackson,,Panini,Mosaic Touchdown Masters,,,,3,est,,
IMG_4933:2,Antonio Gates,,Panini,Mosaic Hall of Fame,,,,3,est,,
IMG_4933:3,Kareem Hunt,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4933:4,Brandon Aiyuk,,Topps,Chrome,,,,3,est,,
IMG_4933:5,Joe Namath,,Panini,Mosaic,Green,,,3,est,,
IMG_4933:7,Tim Brown,,Panini,Mosaic,Pink Camo,,,3,est,,
IMG_4934:1,Max Fried,,Panini,Prizm,White Sparkle,,,3,est,,
IMG_4934:2,Pie Traynor,,Donruss,Optic,,,,3,est,,
IMG_4935:2,Bo Nix,,Topps,Chrome,,,,3,est,,
IMG_4937:1,JuJu Watkins,,Bowman,University Chrome Prospects,,,,3,est,,
IMG_4939:1,Shaquille O'Neal,,Topps,Xpectations,,,,3,est,,
IMG_4939:3,Charles Barkley,,Topps,Chrome Power Core,,,,3,est,,
IMG_4939:4,Patrick Ewing,,Topps,Chrome Key Master,,,,3,est,,
IMG_4939:5,Clyde Drexler,,Topps,Chrome Shooting Stars,,,,3,est,,
IMG_4940:5,Shaquille O'Neal,,Upper Deck,Hardcourt Court Forces,,,,3,est,,
IMG_4941:3,George Kittle,,Topps,Finest,Xfractor,,,3,est,,
IMG_4942:2,Trey McBride,,Topps,Chrome Cosmic,,,,3,est,,
IMG_4942:5,Christian McCaffrey,,Topps,Chrome,Pink Xfractor,,,3,est,,
IMG_4943:1,Bob Love,,Panini,Prizm,Gold,,,3,est,,
IMG_4943:2,Julius Randle,,Panini,Origins,,,,3,est,,
IMG_4943:3,Mark Williams,,Panini,Prizm,Blue,,,3,est,,
IMG_4943:6,Reggie Miller,,Upper Deck,Hardcourt Court Forces,,,,3,est,,
IMG_4944:1,Tim Duncan,,Panini,Prizm,Silver,,,3,est,,
IMG_4944:2,Allen Iverson,,Upper Deck,Hardcourt Court Forces,,,,3,est,,
IMG_4944:3,Moses Malone,,Panini,Prizm,Gold,,,3,est,,
IMG_4944:4,David Robinson,,Panini,Prizm,Purple,,,3,est,,
IMG_4946:1,Ken Griffey Jr.,,Upper Deck,Collector's Choice 101 Collecting,,,,3,est,,
IMG_4946:3,Mariano Rivera,,Donruss,,,,,3,est,,
IMG_4948:1,Myles Garrett,,Panini,Mosaic,Red,,,3,est,,
IMG_4949:4,Cody Zeller,,Panini,Prizm,Blue,,,3,est,,
IMG_4950:1,Trent McDuffie,,Panini,Prizm,,,,3,est,,
IMG_4950:4,Larry Fitzgerald,,Panini,Mosaic Men of Mastery,White Sparkle,,,3,est,,
IMG_4951:1,Tracy McGrady,,Topps,,,,,3,est,,
IMG_4951:3,Clyde Drexler,,Topps,Chrome Topps 40,,,,3,est,,
IMG_4951:4,Eddie Jones,,Topps,Chrome Topps 40,,,,3,est,,
IMG_4951:5,Paul Pierce,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4951:6,Anfernee Hardaway,,Topps,Chrome Topps 40,,,,3,est,,
IMG_4952:1,Jrue Holiday,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4952:2,Clyde Drexler,,Topps,Chrome Topps 40,,,,3,est,,
IMG_4952:4,Shaquille O'Neal,,Panini,Prizm,Silver,,,3,est,,
IMG_4952:5,Deandre Ayton,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4952:6,Collin Sexton,,Panini,Prizm,Red Sparkle,,,3,est,,
IMG_4953:1,Antawn Jamison,,Fleer,Tradition Rookie Sensations,,,,3,est,,
IMG_4953:3,Kyrie Irving,,Panini,NBA Hoops,,,,3,est,,
IMG_4953:4,Joe Smith,,Topps,Chrome Topps 40,,,,3,est,,
IMG_4953:5,Mike Bibby,,Fleer,Tradition Masters of the Hardwood,,,,3,est,,
IMG_4953:6,Chauncey Billups,,Upper Deck,Hardcourt,,,,3,est,,
IMG_4954:1,Jimmy Butler III,,Panini,NBA Hoops,,,,3,est,,
IMG_4954:2,Kevin Garnett,,Upper Deck,Pros & Prospects,,,,3,est,,
IMG_4954:3,Christian Laettner,,Topps,Chrome Topps 40,,,,3,est,,
